,model,dataset,qtype,sc,acc,chinese,cot,shot
23,llama-2-7b-chat,zte-3-shot-zh-single-sc+cot,single,no,0.5902298850574713,yes,yes,3shot
24,llama-2-7b-chat,zte-3-shot-en-single-sc+cot,single,yes,0.5057471264367817,no,yes,3shot
25,llama-2-7b-chat,zte-3-shot-en-single-sc+cot,single,no,0.5086206896551724,no,yes,3shot
26,llama-2-7b-chat,zte-3-shot-en-multiple-sc,multiple,yes,0.088,no,no,3shot
27,llama-2-7b-chat,zte-3-shot-en-multiple-sc,multiple,no,0.08228571428571428,no,no,3shot
28,llama-2-7b-chat,zte-3-shot-en-multiple-sc+cot,multiple,yes,0.21485714285714286,no,yes,3shot
29,llama-2-7b-chat,zte-3-shot-en-multiple-sc+cot,multiple,no,0.18171428571428572,no,yes,3shot
30,llama-2-7b-chat,tmp_zte-3-shot-zh-single-sc,single,yes,0.47619047619047616,yes,no,3shot
31,llama-2-7b-chat,tmp_zte-3-shot-zh-single-sc,single,no,0.46964285714285714,yes,no,3shot
32,llama-2-13b-chat,tmp_zte-Zero-shot-zh-single-sc+cot,single,yes,0.605,yes,yes,3shot
33,llama-2-13b-chat,tmp_zte-Zero-shot-zh-single-sc+cot,single,no,0.5675,yes,yes,3shot
34,llama-2-13b-chat,tmp_zte-Zero-shot-en-single-sc,single,yes,0.3875,no,no,3shot
35,llama-2-13b-chat,tmp_zte-Zero-shot-en-single-sc,single,no,0.275,no,no,3shot
36,llama-2-13b-chat,zte-Zero-shot-en-single-sc+cot,single,yes,0.5379310344827586,no,yes,3shot
37,llama-2-13b-chat,zte-Zero-shot-en-single-sc+cot,single,no,0.47011494252873565,no,yes,3shot
38,llama-2-13b-chat,tmp_zte-Zero-shot-en-multiple-sc+cot,multiple,yes,0.1767857142857143,no,yes,3shot
39,llama-2-13b-chat,tmp_zte-Zero-shot-en-multiple-sc+cot,multiple,no,0.15714285714285714,no,yes,3shot
40,internlm_chat_7b,zte-Zero-shot-en-single-sc,single,yes,0.41954022988505746,no,no,3shot
41,internlm_chat_7b,zte-Zero-shot-en-single-sc,single,no,0.41954022988505746,no,no,3shot
42,internlm_chat_7b,zte-Zero-shot-en-single-sc+cot,single,yes,0.4051724137931034,no,yes,3shot
43,internlm_chat_7b,zte-Zero-shot-en-single-sc+cot,single,no,0.4051724137931034,no,yes,3shot
44,internlm_chat_7b,zte-Zero-shot-en-multiple-sc+cot,multiple,yes,0.09714285714285714,no,yes,3shot
45,internlm_chat_7b,zte-Zero-shot-en-multiple-sc+cot,multiple,no,0.09714285714285714,no,yes,3shot
46,internlm_chat_7b,zte-Zero-shot-zh-single-sc,single,yes,0.42011494252873566,yes,no,3shot
47,internlm_chat_7b,zte-Zero-shot-zh-single-sc,single,no,0.42011494252873566,yes,no,3shot
48,internlm_chat_7b,zte-Zero-shot-zh-single-sc+cot,single,yes,0.4160919540229885,yes,yes,3shot
49,internlm_chat_7b,zte-Zero-shot-zh-single-sc+cot,single,no,0.4160919540229885,yes,yes,3shot
50,internlm_chat_7b,zte-Zero-shot-zh-multiple-sc,multiple,yes,0.15771428571428572,yes,no,3shot
51,internlm_chat_7b,zte-Zero-shot-zh-multiple-sc,multiple,no,0.15771428571428572,yes,no,3shot
52,internlm_chat_7b,zte-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.016,yes,yes,3shot
53,internlm_chat_7b,zte-Zero-shot-zh-multiple-sc+cot,multiple,no,0.016,yes,yes,3shot
54,internlm_chat_7b,zte-3-shot-zh-multiple-sc+cot,multiple,yes,0.20114285714285715,yes,yes,3shot
55,internlm_chat_7b,zte-3-shot-zh-multiple-sc+cot,multiple,no,0.20114285714285715,yes,yes,3shot
56,internlm_chat_7b,zte-3-shot-en-single-sc,single,yes,0.3775862068965517,no,no,3shot
57,internlm_chat_7b,zte-3-shot-en-single-sc,single,no,0.3775862068965517,no,no,3shot
58,internlm_chat_7b,zte-Zero-shot-en-multiple-sc,multiple,yes,0.022857142857142857,no,no,3shot
59,internlm_chat_7b,zte-Zero-shot-en-multiple-sc,multiple,no,0.022857142857142857,no,no,3shot
60,internlm_chat_7b,zte-3-shot-en-single-sc+cot,single,yes,0.43448275862068964,no,yes,3shot
61,internlm_chat_7b,zte-3-shot-en-single-sc+cot,single,no,0.43448275862068964,no,yes,3shot
62,internlm_chat_7b,zte-3-shot-zh-single-sc,single,yes,0.42586206896551726,yes,no,3shot
63,internlm_chat_7b,zte-3-shot-zh-single-sc,single,no,0.42586206896551726,yes,no,3shot
64,internlm_chat_7b,zte-3-shot-zh-single-sc+cot,single,yes,0.5333333333333333,yes,yes,3shot
65,internlm_chat_7b,zte-3-shot-zh-single-sc+cot,single,no,0.5333333333333333,yes,yes,3shot
66,internlm_chat_7b,zte-3-shot-zh-multiple-sc,multiple,yes,0.08571428571428572,yes,no,3shot
67,internlm_chat_7b,zte-3-shot-zh-multiple-sc,multiple,no,0.08571428571428572,yes,no,3shot
68,internlm_chat_7b,zte-3-shot-en-multiple-sc,multiple,yes,0.11771428571428572,no,no,3shot
69,internlm_chat_7b,zte-3-shot-en-multiple-sc,multiple,no,0.11771428571428572,no,no,3shot
70,internlm_chat_7b,zte-3-shot-en-multiple-sc+cot,multiple,yes,0.11314285714285714,no,yes,3shot
71,internlm_chat_7b,zte-3-shot-en-multiple-sc+cot,multiple,no,0.11314285714285714,no,yes,3shot
72,qwen_chat_7b,zte-Zero-shot-zh-single-sc,single,yes,0.4045977011494253,yes,no,3shot
73,qwen_chat_7b,zte-Zero-shot-zh-single-sc,single,no,0.4051724137931034,yes,no,3shot
74,qwen_chat_7b,zte-Zero-shot-zh-single-sc+cot,single,yes,0.5902298850574713,yes,yes,3shot
75,qwen_chat_7b,zte-Zero-shot-zh-single-sc+cot,single,no,0.5839080459770115,yes,yes,3shot
76,qwen_chat_7b,zte-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.11885714285714286,yes,yes,3shot
77,qwen_chat_7b,zte-Zero-shot-zh-multiple-sc+cot,multiple,no,0.11428571428571428,yes,yes,3shot
78,qwen_chat_7b,zte-Zero-shot-en-single-sc+cot,single,yes,0.496551724137931,no,yes,3shot
79,qwen_chat_7b,zte-Zero-shot-en-single-sc+cot,single,no,0.4735632183908046,no,yes,3shot
80,qwen_chat_7b,zte-3-shot-en-multiple-sc+cot,multiple,yes,0.208,no,yes,3shot
81,qwen_chat_7b,zte-3-shot-en-multiple-sc+cot,multiple,no,0.21257142857142858,no,yes,3shot
82,qwen_chat_7b,zte-Zero-shot-zh-multiple-sc,multiple,yes,0.3314285714285714,yes,no,3shot
83,qwen_chat_7b,zte-Zero-shot-zh-multiple-sc,multiple,no,0.32685714285714285,yes,no,3shot
84,qwen_chat_7b,tmp_zte-3-shot-zh-single-sc,single,yes,0.5151315789473684,yes,no,3shot
85,qwen_chat_7b,tmp_zte-3-shot-zh-single-sc,single,no,0.5440789473684211,yes,no,3shot
86,qwen_chat_7b,zte-Zero-shot-en-single-sc,single,yes,0.41724137931034483,no,no,3shot
87,qwen_chat_7b,zte-Zero-shot-en-single-sc,single,no,0.41954022988505746,no,no,3shot
88,qwen_chat_7b,tmp_zte-3-shot-zh-single-sc+cot,single,yes,0.5234848484848484,yes,yes,3shot
89,qwen_chat_7b,tmp_zte-3-shot-zh-single-sc+cot,single,no,0.5265151515151515,yes,yes,3shot
90,qwen_chat_7b,zte-Zero-shot-en-multiple-sc,multiple,yes,0.26971428571428574,no,no,3shot
91,qwen_chat_7b,zte-Zero-shot-en-multiple-sc,multiple,no,0.26971428571428574,no,no,3shot
92,qwen_chat_7b,zte-Zero-shot-en-multiple-sc+cot,multiple,yes,0.20914285714285713,no,yes,3shot
93,qwen_chat_7b,zte-Zero-shot-en-multiple-sc+cot,multiple,no,0.2,no,yes,3shot
94,qwen_chat_7b,zte-3-shot-zh-multiple-sc,multiple,yes,0.3017142857142857,yes,no,3shot
95,qwen_chat_7b,zte-3-shot-zh-multiple-sc,multiple,no,0.30742857142857144,yes,no,3shot
96,qwen_chat_7b,zte-3-shot-zh-multiple-sc+cot,multiple,yes,0.136,yes,yes,3shot
97,qwen_chat_7b,zte-3-shot-zh-multiple-sc+cot,multiple,no,0.12342857142857143,yes,yes,3shot
98,qwen_chat_7b,zte-3-shot-en-single-sc,single,yes,0.4160919540229885,no,no,3shot
99,qwen_chat_7b,zte-3-shot-en-single-sc,single,no,0.41379310344827586,no,no,3shot
100,qwen_chat_7b,zte-3-shot-en-single-sc+cot,single,yes,0.553448275862069,no,yes,3shot
101,qwen_chat_7b,zte-3-shot-en-single-sc+cot,single,no,0.5545977011494253,no,yes,3shot
102,qwen_chat_7b,tmp_zte-3-shot-en-multiple-sc,multiple,yes,0.2325,no,no,3shot
103,qwen_chat_7b,tmp_zte-3-shot-en-multiple-sc,multiple,no,0.235,no,no,3shot
104,chinese-alpaca-2-13b,tmp_zte-Zero-shot-en-single-sc+cot,single,yes,0.45416666666666666,no,yes,3shot
105,chinese-alpaca-2-13b,tmp_zte-Zero-shot-en-single-sc+cot,single,no,0.45416666666666666,no,yes,3shot
106,chatglm2-6b,zte-Zero-shot-zh-single-sc+cot,single,yes,0.5045977011494253,yes,yes,3shot
107,chatglm2-6b,zte-Zero-shot-zh-single-sc+cot,single,no,0.506896551724138,yes,yes,3shot
108,chatglm2-6b,zte-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.017142857142857144,yes,yes,3shot
109,chatglm2-6b,zte-Zero-shot-zh-multiple-sc+cot,multiple,no,0.017142857142857144,yes,yes,3shot
110,chatglm2-6b,zte-Zero-shot-en-single-sc+cot,single,yes,0.4017241379310345,no,yes,3shot
111,chatglm2-6b,zte-Zero-shot-en-single-sc+cot,single,no,0.4017241379310345,no,yes,3shot
112,chatglm2-6b,zte-Zero-shot-zh-single-sc,single,yes,0.3367816091954023,yes,no,3shot
113,chatglm2-6b,zte-Zero-shot-zh-single-sc,single,no,0.33620689655172414,yes,no,3shot
114,chatglm2-6b,zte-3-shot-zh-multiple-sc+cot,multiple,yes,0.24342857142857144,yes,yes,3shot
115,chatglm2-6b,zte-3-shot-zh-multiple-sc+cot,multiple,no,0.24342857142857144,yes,yes,3shot
116,chatglm2-6b,zte-Zero-shot-zh-multiple-sc,multiple,yes,0.1417142857142857,yes,no,3shot
117,chatglm2-6b,zte-Zero-shot-zh-multiple-sc,multiple,no,0.14057142857142857,yes,no,3shot
118,chatglm2-6b,zte-3-shot-en-single-sc,single,yes,0.39080459770114945,no,no,3shot
119,chatglm2-6b,zte-3-shot-en-single-sc,single,no,0.3913793103448276,no,no,3shot
120,chatglm2-6b,zte-Zero-shot-en-single-sc,single,yes,0.3028735632183908,no,no,3shot
121,chatglm2-6b,zte-Zero-shot-en-single-sc,single,no,0.29770114942528736,no,no,3shot
122,chatglm2-6b,zte-3-shot-en-multiple-sc,multiple,yes,0.15314285714285714,no,no,3shot
123,chatglm2-6b,zte-3-shot-en-multiple-sc,multiple,no,0.152,no,no,3shot
124,chatglm2-6b,zte-Zero-shot-en-multiple-sc,multiple,yes,0.04,no,no,3shot
125,chatglm2-6b,zte-Zero-shot-en-multiple-sc,multiple,no,0.038857142857142854,no,no,3shot
126,chatglm2-6b,zte-Zero-shot-en-multiple-sc+cot,multiple,yes,0.027428571428571427,no,yes,3shot
127,chatglm2-6b,zte-Zero-shot-en-multiple-sc+cot,multiple,no,0.027428571428571427,no,yes,3shot
128,chatglm2-6b,zte-3-shot-zh-single-sc,single,yes,0.4362068965517241,yes,no,3shot
129,chatglm2-6b,zte-3-shot-zh-single-sc,single,no,0.4362068965517241,yes,no,3shot
130,chatglm2-6b,zte-3-shot-zh-single-sc+cot,single,yes,0.4954022988505747,yes,yes,3shot
131,chatglm2-6b,zte-3-shot-zh-single-sc+cot,single,no,0.4942528735632184,yes,yes,3shot
132,chatglm2-6b,zte-3-shot-zh-multiple-sc,multiple,yes,0.19314285714285714,yes,no,3shot
133,chatglm2-6b,zte-3-shot-zh-multiple-sc,multiple,no,0.19314285714285714,yes,no,3shot
134,chatglm2-6b,zte-3-shot-en-single-sc+cot,single,yes,0.43505747126436783,no,yes,3shot
135,chatglm2-6b,zte-3-shot-en-single-sc+cot,single,no,0.4362068965517241,no,yes,3shot
136,chatglm2-6b,zte-3-shot-en-multiple-sc+cot,multiple,yes,0.15542857142857142,no,yes,3shot
137,chatglm2-6b,zte-3-shot-en-multiple-sc+cot,multiple,no,0.15428571428571428,no,yes,3shot
138,chinese-llama-2-13b,tmp_zte-Zero-shot-zh-single-sc+cot,single,yes,0.38125,yes,yes,3shot
139,chinese-llama-2-13b,tmp_zte-Zero-shot-zh-single-sc+cot,single,no,0.38125,yes,yes,3shot
140,chinese-llama-2-13b,tmp_zte-Zero-shot-en-single-sc+cot,single,yes,0.41625,no,yes,3shot
141,chinese-llama-2-13b,tmp_zte-Zero-shot-en-single-sc+cot,single,no,0.41625,no,yes,3shot
142,baichuan-13b-chat,zte-Zero-shot-en-single-sc+cot,single,yes,0.40229885057471265,no,yes,3shot
143,baichuan-13b-chat,zte-Zero-shot-en-single-sc+cot,single,no,0.31839080459770114,no,yes,3shot
144,baichuan-13b-chat,tmp_zte-Zero-shot-zh-single-sc+cot,single,yes,0.5772058823529411,yes,yes,3shot
145,baichuan-13b-chat,tmp_zte-Zero-shot-zh-single-sc+cot,single,no,0.5007352941176471,yes,yes,3shot
146,baichuan-13b-chat,tmp_zte-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.032692307692307694,yes,yes,3shot
147,baichuan-13b-chat,tmp_zte-Zero-shot-zh-multiple-sc+cot,multiple,no,0.032692307692307694,yes,yes,3shot
148,baichuan-13b-chat,tmp_zte-Zero-shot-en-multiple-sc+cot,multiple,yes,0.0,no,yes,3shot
149,baichuan-13b-chat,tmp_zte-Zero-shot-en-multiple-sc+cot,multiple,no,0.0058823529411764705,no,yes,3shot
150,baichuan-13b-chat,tmp_zte-3-shot-en-single-sc+cot,single,yes,0.365,no,yes,3shot
151,baichuan-13b-chat,tmp_zte-3-shot-en-single-sc+cot,single,no,0.3464285714285714,no,yes,3shot
