,model,dataset,qtype,sc,acc,chinese,cot,shot
69,chinese-alpaca-2-13b,oracle-Zero-shot-en-single-sc+cot,single,no,0.5087719298245614,no,yes,Zero-shot
70,chinese-alpaca-2-13b,oracle-Zero-shot-zh-single-sc,single,yes,0.3991228070175439,yes,no,Zero-shot
71,chinese-alpaca-2-13b,oracle-Zero-shot-zh-single-sc,single,no,0.3991228070175439,yes,no,Zero-shot
72,chinese-alpaca-2-13b,oracle-Zero-shot-zh-single-sc+cot,single,yes,0.5219298245614035,yes,yes,Zero-shot
73,chinese-alpaca-2-13b,oracle-Zero-shot-zh-single-sc+cot,single,no,0.5219298245614035,yes,yes,Zero-shot
74,chinese-alpaca-2-13b,oracle-Zero-shot-en-multiple-sc,multiple,yes,0.08178438661710037,no,no,Zero-shot
75,chinese-alpaca-2-13b,oracle-Zero-shot-en-multiple-sc,multiple,no,0.08178438661710037,no,no,Zero-shot
76,chinese-alpaca-2-13b,oracle-3-shot-en-single-sc,single,yes,0.29385964912280704,no,no,3-shot
77,chinese-alpaca-2-13b,oracle-3-shot-en-single-sc,single,no,0.29385964912280704,no,no,3-shot
78,chinese-alpaca-2-13b,oracle-Zero-shot-en-single-sc,single,yes,0.40789473684210525,no,no,Zero-shot
79,chinese-alpaca-2-13b,oracle-Zero-shot-en-single-sc,single,no,0.40789473684210525,no,no,Zero-shot
80,chinese-alpaca-2-13b,oracle-3-shot-en-single-sc+cot,single,yes,0.2236842105263158,no,yes,3-shot
81,chinese-alpaca-2-13b,oracle-3-shot-en-single-sc+cot,single,no,0.2236842105263158,no,yes,3-shot
82,chinese-alpaca-2-13b,oracle-3-shot-en-multiple-sc,multiple,yes,0.05204460966542751,no,no,3-shot
83,chinese-alpaca-2-13b,oracle-3-shot-en-multiple-sc,multiple,no,0.05204460966542751,no,no,3-shot
84,chinese-alpaca-2-13b,oracle-Zero-shot-en-multiple-sc+cot,multiple,yes,0.10408921933085502,no,yes,Zero-shot
85,chinese-alpaca-2-13b,oracle-Zero-shot-en-multiple-sc+cot,multiple,no,0.10408921933085502,no,yes,Zero-shot
86,chinese-alpaca-2-13b,oracle-3-shot-zh-single-sc,single,yes,0.4956140350877193,yes,no,3-shot
87,chinese-alpaca-2-13b,oracle-3-shot-zh-single-sc,single,no,0.4956140350877193,yes,no,3-shot
88,chinese-alpaca-2-13b,oracle-3-shot-zh-single-sc+cot,single,yes,0.4824561403508772,yes,yes,3-shot
89,chinese-alpaca-2-13b,oracle-3-shot-zh-single-sc+cot,single,no,0.4824561403508772,yes,yes,3-shot
90,chinese-alpaca-2-13b,oracle-3-shot-zh-multiple-sc,multiple,yes,0.04460966542750929,yes,no,3-shot
91,chinese-alpaca-2-13b,oracle-3-shot-zh-multiple-sc,multiple,no,0.04460966542750929,yes,no,3-shot
92,chinese-alpaca-2-13b,oracle-3-shot-zh-multiple-sc+cot,multiple,yes,0.0037174721189591076,yes,yes,3-shot
93,chinese-alpaca-2-13b,oracle-3-shot-zh-multiple-sc+cot,multiple,no,0.0037174721189591076,yes,yes,3-shot
94,chinese-alpaca-2-13b,oracle-3-shot-en-multiple-sc+cot,multiple,yes,0.07434944237918216,no,yes,3-shot
95,chinese-alpaca-2-13b,oracle-3-shot-en-multiple-sc+cot,multiple,no,0.07434944237918216,no,yes,3-shot
96,qwen_chat_7b,oracle-Zero-shot-zh-single-sc,single,yes,0.32894736842105265,yes,no,Zero-shot
97,qwen_chat_7b,oracle-Zero-shot-zh-single-sc,single,no,0.3508771929824561,yes,no,Zero-shot
98,qwen_chat_7b,oracle-Zero-shot-zh-multiple-sc,multiple,yes,0.048327137546468404,yes,no,Zero-shot
99,qwen_chat_7b,oracle-Zero-shot-zh-multiple-sc,multiple,no,0.06319702602230483,yes,no,Zero-shot
100,qwen_chat_7b,oracle-3-shot-zh-single-sc,single,yes,0.5175438596491229,yes,no,3-shot
101,qwen_chat_7b,oracle-3-shot-zh-single-sc,single,no,0.5394736842105263,yes,no,3-shot
102,qwen_chat_7b,oracle-3-shot-zh-single-sc+cot,single,yes,0.6052631578947368,yes,yes,3-shot
103,qwen_chat_7b,oracle-3-shot-zh-single-sc+cot,single,no,0.6008771929824561,yes,yes,3-shot
104,qwen_chat_7b,oracle-Zero-shot-zh-single-sc+cot,single,yes,0.5526315789473685,yes,yes,Zero-shot
105,qwen_chat_7b,oracle-Zero-shot-zh-single-sc+cot,single,no,0.5350877192982456,yes,yes,Zero-shot
106,qwen_chat_7b,oracle-3-shot-zh-multiple-sc,multiple,yes,0.10780669144981413,yes,no,3-shot
107,qwen_chat_7b,oracle-3-shot-zh-multiple-sc,multiple,no,0.11152416356877323,yes,no,3-shot
108,qwen_chat_7b,oracle-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.055762081784386616,yes,yes,Zero-shot
109,qwen_chat_7b,oracle-Zero-shot-zh-multiple-sc+cot,multiple,no,0.06691449814126393,yes,yes,Zero-shot
110,qwen_chat_7b,oracle-Zero-shot-en-single-sc,single,yes,0.31140350877192985,no,no,Zero-shot
111,qwen_chat_7b,oracle-Zero-shot-en-single-sc,single,no,0.31140350877192985,no,no,Zero-shot
112,qwen_chat_7b,oracle-Zero-shot-en-single-sc+cot,single,yes,0.4605263157894737,no,yes,Zero-shot
113,qwen_chat_7b,oracle-Zero-shot-en-single-sc+cot,single,no,0.42543859649122806,no,yes,Zero-shot
114,qwen_chat_7b,oracle-Zero-shot-en-multiple-sc,multiple,yes,0.08921933085501858,no,no,Zero-shot
115,qwen_chat_7b,oracle-Zero-shot-en-multiple-sc,multiple,no,0.07806691449814127,no,no,Zero-shot
116,qwen_chat_7b,oracle-Zero-shot-en-multiple-sc+cot,multiple,yes,0.05204460966542751,no,yes,Zero-shot
117,qwen_chat_7b,oracle-Zero-shot-en-multiple-sc+cot,multiple,no,0.06319702602230483,no,yes,Zero-shot
118,qwen_chat_7b,oracle-3-shot-zh-multiple-sc+cot,multiple,yes,0.07434944237918216,yes,yes,3-shot
119,qwen_chat_7b,oracle-3-shot-zh-multiple-sc+cot,multiple,no,0.07063197026022305,yes,yes,3-shot
120,qwen_chat_7b,oracle-3-shot-en-single-sc+cot,single,yes,0.6359649122807017,no,yes,3-shot
121,qwen_chat_7b,oracle-3-shot-en-single-sc+cot,single,no,0.6228070175438597,no,yes,3-shot
122,qwen_chat_7b,oracle-3-shot-en-single-sc,single,yes,0.42543859649122806,no,no,3-shot
123,qwen_chat_7b,oracle-3-shot-en-single-sc,single,no,0.4342105263157895,no,no,3-shot
124,qwen_chat_7b,oracle-3-shot-en-multiple-sc,multiple,yes,0.11152416356877323,no,no,3-shot
125,qwen_chat_7b,oracle-3-shot-en-multiple-sc,multiple,no,0.11152416356877323,no,no,3-shot
126,qwen_chat_7b,oracle-3-shot-en-multiple-sc+cot,multiple,yes,0.07806691449814127,no,yes,3-shot
127,qwen_chat_7b,oracle-3-shot-en-multiple-sc+cot,multiple,no,0.08921933085501858,no,yes,3-shot
128,llama-2-7b-chat,oracle-Zero-shot-zh-single-sc,single,yes,0.35964912280701755,yes,no,Zero-shot
129,llama-2-7b-chat,oracle-Zero-shot-zh-single-sc,single,no,0.38596491228070173,yes,no,Zero-shot
130,llama-2-7b-chat,oracle-Zero-shot-zh-multiple-sc,multiple,yes,0.07806691449814127,yes,no,Zero-shot
131,llama-2-7b-chat,oracle-Zero-shot-zh-multiple-sc,multiple,no,0.07434944237918216,yes,no,Zero-shot
132,llama-2-7b-chat,oracle-Zero-shot-en-multiple-sc+cot,multiple,yes,0.10037174721189591,no,yes,Zero-shot
133,llama-2-7b-chat,oracle-Zero-shot-en-multiple-sc+cot,multiple,no,0.08921933085501858,no,yes,Zero-shot
134,llama-2-7b-chat,oracle-3-shot-zh-single-sc,single,yes,0.30701754385964913,yes,no,3-shot
135,llama-2-7b-chat,oracle-3-shot-zh-single-sc,single,no,0.3157894736842105,yes,no,3-shot
136,llama-2-7b-chat,oracle-Zero-shot-zh-single-sc+cot,single,yes,0.5789473684210527,yes,yes,Zero-shot
137,llama-2-7b-chat,oracle-Zero-shot-zh-single-sc+cot,single,no,0.5307017543859649,yes,yes,Zero-shot
138,llama-2-7b-chat,oracle-3-shot-zh-multiple-sc,multiple,yes,0.08178438661710037,yes,no,3-shot
139,llama-2-7b-chat,oracle-3-shot-zh-multiple-sc,multiple,no,0.08550185873605948,yes,no,3-shot
140,llama-2-7b-chat,oracle-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.026022304832713755,yes,yes,Zero-shot
141,llama-2-7b-chat,oracle-Zero-shot-zh-multiple-sc+cot,multiple,no,0.01858736059479554,yes,yes,Zero-shot
142,llama-2-7b-chat,oracle-Zero-shot-en-single-sc,single,yes,0.39473684210526316,no,no,Zero-shot
143,llama-2-7b-chat,oracle-Zero-shot-en-single-sc,single,no,0.3815789473684211,no,no,Zero-shot
144,llama-2-7b-chat,oracle-Zero-shot-en-single-sc+cot,single,yes,0.4605263157894737,no,yes,Zero-shot
145,llama-2-7b-chat,oracle-Zero-shot-en-single-sc+cot,single,no,0.42543859649122806,no,yes,Zero-shot
146,llama-2-7b-chat,oracle-Zero-shot-en-multiple-sc,multiple,yes,0.10408921933085502,no,no,Zero-shot
147,llama-2-7b-chat,oracle-Zero-shot-en-multiple-sc,multiple,no,0.11152416356877323,no,no,Zero-shot
148,llama-2-7b-chat,oracle-3-shot-zh-multiple-sc+cot,multiple,yes,0.06319702602230483,yes,yes,3-shot
149,llama-2-7b-chat,oracle-3-shot-zh-multiple-sc+cot,multiple,no,0.06691449814126393,yes,yes,3-shot
150,llama-2-7b-chat,oracle-3-shot-zh-single-sc+cot,single,yes,0.3157894736842105,yes,yes,3-shot
151,llama-2-7b-chat,oracle-3-shot-zh-single-sc+cot,single,no,0.32894736842105265,yes,yes,3-shot
152,llama-2-7b-chat,oracle-3-shot-en-single-sc,single,yes,0.3333333333333333,no,no,3-shot
153,llama-2-7b-chat,oracle-3-shot-en-single-sc,single,no,0.3026315789473684,no,no,3-shot
154,llama-2-7b-chat,oracle-3-shot-en-single-sc+cot,single,yes,0.6140350877192983,no,yes,3-shot
155,llama-2-7b-chat,oracle-3-shot-en-single-sc+cot,single,no,0.4824561403508772,no,yes,3-shot
156,llama-2-7b-chat,oracle-3-shot-en-multiple-sc,multiple,yes,0.09665427509293681,no,no,3-shot
157,llama-2-7b-chat,oracle-3-shot-en-multiple-sc,multiple,no,0.09665427509293681,no,no,3-shot
158,llama-2-7b-chat,oracle-3-shot-en-multiple-sc+cot,multiple,yes,0.10037174721189591,no,yes,3-shot
159,llama-2-7b-chat,oracle-3-shot-en-multiple-sc+cot,multiple,no,0.13011152416356878,no,yes,3-shot
160,chatglm2-6b,oracle-Zero-shot-zh-single-sc+cot,single,yes,0.4780701754385965,yes,yes,Zero-shot
161,chatglm2-6b,oracle-Zero-shot-zh-single-sc+cot,single,no,0.4780701754385965,yes,yes,Zero-shot
162,chatglm2-6b,oracle-Zero-shot-zh-single-sc,single,yes,0.4166666666666667,yes,no,Zero-shot
163,chatglm2-6b,oracle-Zero-shot-zh-single-sc,single,no,0.4166666666666667,yes,no,Zero-shot
164,chatglm2-6b,oracle-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.040892193308550186,yes,yes,Zero-shot
165,chatglm2-6b,oracle-Zero-shot-zh-multiple-sc+cot,multiple,no,0.040892193308550186,yes,yes,Zero-shot
166,chatglm2-6b,oracle-3-shot-zh-single-sc+cot,single,yes,0.4517543859649123,yes,yes,3-shot
167,chatglm2-6b,oracle-3-shot-zh-single-sc+cot,single,no,0.4473684210526316,yes,yes,3-shot
168,chatglm2-6b,oracle-3-shot-zh-multiple-sc+cot,multiple,yes,0.10037174721189591,yes,yes,3-shot
169,chatglm2-6b,oracle-3-shot-zh-multiple-sc+cot,multiple,no,0.10037174721189591,yes,yes,3-shot
170,chatglm2-6b,oracle-Zero-shot-zh-multiple-sc,multiple,yes,0.07806691449814127,yes,no,Zero-shot
171,chatglm2-6b,oracle-Zero-shot-zh-multiple-sc,multiple,no,0.07806691449814127,yes,no,Zero-shot
172,chatglm2-6b,oracle-3-shot-en-single-sc+cot,single,yes,0.3991228070175439,no,yes,3-shot
173,chatglm2-6b,oracle-3-shot-en-single-sc+cot,single,no,0.3991228070175439,no,yes,3-shot
174,chatglm2-6b,oracle-Zero-shot-en-single-sc,single,yes,0.33771929824561403,no,no,Zero-shot
175,chatglm2-6b,oracle-Zero-shot-en-single-sc,single,no,0.33771929824561403,no,no,Zero-shot
176,chatglm2-6b,oracle-Zero-shot-en-single-sc+cot,single,yes,0.30701754385964913,no,yes,Zero-shot
177,chatglm2-6b,oracle-Zero-shot-en-single-sc+cot,single,no,0.2982456140350877,no,yes,Zero-shot
178,chatglm2-6b,oracle-Zero-shot-en-multiple-sc,multiple,yes,0.09293680297397769,no,no,Zero-shot
179,chatglm2-6b,oracle-Zero-shot-en-multiple-sc,multiple,no,0.09293680297397769,no,no,Zero-shot
180,chatglm2-6b,oracle-Zero-shot-en-multiple-sc+cot,multiple,yes,0.10408921933085502,no,yes,Zero-shot
181,chatglm2-6b,oracle-Zero-shot-en-multiple-sc+cot,multiple,no,0.09665427509293681,no,yes,Zero-shot
182,chatglm2-6b,oracle-3-shot-zh-single-sc,single,yes,0.37280701754385964,yes,no,3-shot
183,chatglm2-6b,oracle-3-shot-zh-single-sc,single,no,0.37280701754385964,yes,no,3-shot
184,chatglm2-6b,oracle-3-shot-zh-multiple-sc,multiple,yes,0.10780669144981413,yes,no,3-shot
185,chatglm2-6b,oracle-3-shot-zh-multiple-sc,multiple,no,0.10780669144981413,yes,no,3-shot
186,chatglm2-6b,oracle-3-shot-en-single-sc,single,yes,0.29385964912280704,no,no,3-shot
187,chatglm2-6b,oracle-3-shot-en-single-sc,single,no,0.29385964912280704,no,no,3-shot
188,chatglm2-6b,oracle-3-shot-en-multiple-sc,multiple,yes,0.12267657992565056,no,no,3-shot
189,chatglm2-6b,oracle-3-shot-en-multiple-sc,multiple,no,0.12639405204460966,no,no,3-shot
190,chatglm2-6b,oracle-3-shot-en-multiple-sc+cot,multiple,yes,0.08178438661710037,no,yes,3-shot
191,chatglm2-6b,oracle-3-shot-en-multiple-sc+cot,multiple,no,0.08178438661710037,no,yes,3-shot
192,chinese-llama-2-13b,oracle-Zero-shot-zh-single-sc,single,yes,0.3201754385964912,yes,no,Zero-shot
193,chinese-llama-2-13b,oracle-Zero-shot-zh-single-sc,single,no,0.3201754385964912,yes,no,Zero-shot
194,chinese-llama-2-13b,oracle-Zero-shot-zh-single-sc+cot,single,yes,0.40789473684210525,yes,yes,Zero-shot
195,chinese-llama-2-13b,oracle-Zero-shot-zh-single-sc+cot,single,no,0.40789473684210525,yes,yes,Zero-shot
196,chinese-llama-2-13b,oracle-3-shot-zh-multiple-sc,multiple,yes,0.02973977695167286,yes,no,3-shot
197,chinese-llama-2-13b,oracle-3-shot-zh-multiple-sc,multiple,no,0.02973977695167286,yes,no,3-shot
198,chinese-llama-2-13b,oracle-3-shot-zh-multiple-sc+cot,multiple,yes,0.011152416356877323,yes,yes,3-shot
199,chinese-llama-2-13b,oracle-3-shot-zh-multiple-sc+cot,multiple,no,0.011152416356877323,yes,yes,3-shot
200,chinese-llama-2-13b,oracle-3-shot-en-single-sc,single,yes,0.31140350877192985,no,no,3-shot
201,chinese-llama-2-13b,oracle-3-shot-en-single-sc,single,no,0.31140350877192985,no,no,3-shot
202,chinese-llama-2-13b,oracle-Zero-shot-zh-multiple-sc,multiple,yes,0.0,yes,no,Zero-shot
203,chinese-llama-2-13b,oracle-Zero-shot-zh-multiple-sc,multiple,no,0.0,yes,no,Zero-shot
204,chinese-llama-2-13b,oracle-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.022304832713754646,yes,yes,Zero-shot
205,chinese-llama-2-13b,oracle-Zero-shot-zh-multiple-sc+cot,multiple,no,0.022304832713754646,yes,yes,Zero-shot
206,chinese-llama-2-13b,oracle-Zero-shot-en-single-sc,single,yes,0.2850877192982456,no,no,Zero-shot
207,chinese-llama-2-13b,oracle-Zero-shot-en-single-sc,single,no,0.2850877192982456,no,no,Zero-shot
208,chinese-llama-2-13b,oracle-Zero-shot-en-single-sc+cot,single,yes,0.42105263157894735,no,yes,Zero-shot
209,chinese-llama-2-13b,oracle-Zero-shot-en-single-sc+cot,single,no,0.42105263157894735,no,yes,Zero-shot
210,chinese-llama-2-13b,oracle-Zero-shot-en-multiple-sc,multiple,yes,0.01486988847583643,no,no,Zero-shot
211,chinese-llama-2-13b,oracle-Zero-shot-en-multiple-sc,multiple,no,0.01486988847583643,no,no,Zero-shot
212,chinese-llama-2-13b,oracle-Zero-shot-en-multiple-sc+cot,multiple,yes,0.022304832713754646,no,yes,Zero-shot
213,chinese-llama-2-13b,oracle-Zero-shot-en-multiple-sc+cot,multiple,no,0.022304832713754646,no,yes,Zero-shot
214,chinese-llama-2-13b,oracle-3-shot-zh-single-sc,single,yes,0.39473684210526316,yes,no,3-shot
215,chinese-llama-2-13b,oracle-3-shot-zh-single-sc,single,no,0.39473684210526316,yes,no,3-shot
216,chinese-llama-2-13b,oracle-3-shot-zh-single-sc+cot,single,yes,0.44298245614035087,yes,yes,3-shot
217,chinese-llama-2-13b,oracle-3-shot-zh-single-sc+cot,single,no,0.44298245614035087,yes,yes,3-shot
218,chinese-llama-2-13b,oracle-3-shot-en-single-sc+cot,single,yes,0.44298245614035087,no,yes,3-shot
219,chinese-llama-2-13b,oracle-3-shot-en-single-sc+cot,single,no,0.44298245614035087,no,yes,3-shot
220,chinese-llama-2-13b,oracle-3-shot-en-multiple-sc,multiple,yes,0.048327137546468404,no,no,3-shot
221,chinese-llama-2-13b,oracle-3-shot-en-multiple-sc,multiple,no,0.048327137546468404,no,no,3-shot
222,chinese-llama-2-13b,oracle-3-shot-en-multiple-sc+cot,multiple,yes,0.055762081784386616,no,yes,3-shot
223,chinese-llama-2-13b,oracle-3-shot-en-multiple-sc+cot,multiple,no,0.055762081784386616,no,yes,3-shot
224,baichuan-13b-chat,oracle-Zero-shot-zh-single-sc,single,yes,0.2543859649122807,yes,no,Zero-shot
225,baichuan-13b-chat,oracle-Zero-shot-zh-single-sc,single,no,0.2675438596491228,yes,no,Zero-shot
226,baichuan-13b-chat,oracle-Zero-shot-en-single-sc+cot,single,yes,0.39035087719298245,no,yes,Zero-shot
227,baichuan-13b-chat,oracle-Zero-shot-en-single-sc+cot,single,no,0.2850877192982456,no,yes,Zero-shot
228,baichuan-13b-chat,oracle-Zero-shot-en-multiple-sc,multiple,yes,0.01858736059479554,no,no,Zero-shot
229,baichuan-13b-chat,oracle-Zero-shot-en-multiple-sc,multiple,no,0.026022304832713755,no,no,Zero-shot
230,baichuan-13b-chat,oracle-Zero-shot-en-multiple-sc+cot,multiple,yes,0.02973977695167286,no,yes,Zero-shot
231,baichuan-13b-chat,oracle-Zero-shot-en-multiple-sc+cot,multiple,no,0.011152416356877323,no,yes,Zero-shot
232,baichuan-13b-chat,oracle-Zero-shot-zh-single-sc+cot,single,yes,0.5570175438596491,yes,yes,Zero-shot
233,baichuan-13b-chat,oracle-Zero-shot-zh-single-sc+cot,single,no,0.5087719298245614,yes,yes,Zero-shot
234,baichuan-13b-chat,oracle-Zero-shot-zh-multiple-sc,multiple,yes,0.007434944237918215,yes,no,Zero-shot
235,baichuan-13b-chat,oracle-Zero-shot-zh-multiple-sc,multiple,no,0.007434944237918215,yes,no,Zero-shot
236,baichuan-13b-chat,oracle-Zero-shot-zh-multiple-sc+cot,multiple,yes,0.03717472118959108,yes,yes,Zero-shot
